Lender,IDs,Loan Count,Total Amount,Total Employees,Traditional
"First National Bank & Trust, THE",[58926],561,18895434.1,1856.0,1
"First National Bank Bellevue, THE",[53285],484,35417813.89,4316.0,0
"First National Bank and Trust Company of Broken Arrow, THE",[58802],240,21028657.44,2359.0,1
"First National Bank and Trust Company of Miami, THE",[59065],524,8488715.5,1120.0,1
"First National Bank and Trust Company of Okmulgee, THE",[59201],271,9701960.58,1440.0,1
"First National Bank in Marlow, THE",[59049],105,2143498.97,368.0,1
"First National Bank of Aspermont, THE",[68995],113,3665187.79,431.0,1
"First National Bank of Ballinger, THE",[69012],380,24207547.599999998,2656.0,1
"First National Bank of Bangor, THE",[75613],307,11415575.29,1533.0,1
"First National Bank of Bastrop, THE",[69015],422,26489818.0,3829.0,1
"First National Bank of Bellville, THE",[69042],336,15148004.5,1771.0,1
"First National Bank of Eagle Lake, THE",[69795],113,4587331.54,665.0,1
"First National Bank of East Texas, THE",[70031],415,7331409.91,904.0,1
"First National Bank of Eldorado, THE",[69838],278,15579338.9,1558.0,1
"First National Bank of Evant, THE",[69872],217,6033027.86,872.0,1
"First National Bank of Germantown, THE",[57610],135,5942808.700000001,693.0,1
"First National Bank of Granbury, THE",[70049],222,8332296.0600000005,1177.0,1
"First National Bank of Hebbronville, THE",[70107],37,1291693.88,171.0,1
"First National Bank of Hooker, THE",[59004],97,2886150.0,320.0,1
"First National Bank of Lindsay, THE",[59040],120,7924113.31,816.0,1
"First National Bank of Livingston, THE",[70803],438,25617051.37,2991.0,1
"First National Bank of McConnelsville, THE",[57787],142,4825641.94,619.0,1
"First National Bank of Mertzon, THE",[71436],140,8144989.61,920.0,1
"First National Bank of Middle Tennessee, THE",[67227],203,16198348.709999997,2006.0,1
"First National Bank of Moody, THE",[71463],36,1924612.1600000001,244.0,1
"First National Bank of Oneida, THE",[68749],275,15717699.399999999,2154.0,0
"First National Bank of Pandora, THE",[58022],449,20885223.319999997,2739.0,1
"First National Bank of Quitaque, THE",[71647],124,3755431.07,432.0,1
"First National Bank of Shiner, THE",[71892],240,12347668.3,1016.0,1
"First National Bank of Sonora, THE",[71912],377,25414101.47,3166.0,1
"First National Bank of Sterling City, THE",[71927],279,6277876.83,649.0,1
"First National Bank of Stigler, THE",[59308],374,8044384.89,1023.0,1
"First National Bank of Tom Bean, THE",[72010],74,5982608.5,746.0,1
"First National Bank of Waverly, THE",[58576],73,4092847.75,712.0,1
"First State Bank of Pond Creek, THE",[59236],161,3632633.5,444.0,0
"Fort Jennings State Bank, THE",[57571],426,15909018.35,1967.0,1
"Galion Building and Loan Bank, THE",[89124],71,3107948.0,498.0,1
"Hamler State Bank, THE",[57635],92,2243049.2600000002,228.0,1
"Harrison County Bank, THE",[75181],378,12459025.0,1979.0,1
"Hocking Valley Bank, THE",[53270],346,20089901.46,2729.0,1
"Idabel National Bank, THE",[59013],108,5817596.78,896.0,1
"International Bank of Amherst, THE",[75565],222,5317754.970000001,866.0,1
"Jacksboro National Bank, THE",[70466],285,6146156.210000001,647.0,1
"Juniata Valley Bank, THE",[61079],811,50122765.839999996,7400.0,1
"Karnes County National Bank, THE",[70534],135,4538371.209999999,823.0,0
"Killbuck Savings Bank Co., THE",[57651],480,37011630.31,4492.0,0
"Lamesa National Bank, THE",[70674],262,11333163.0,1152.0,1
"Lauderdale County Bank, THE",[67043],52,3521050.2199999997,375.0,1
"Liberty National Bank in Paris, THE",[71574],209,12591038.75,1654.0,1
"Merchants National Bank, THE",[57641],1375,74684316.05000001,10284.0,1
"Muncy Bank and Trust Company, THE",[61134],625,21942228.0,3405.0,1
"National Bank of Andrews, THE",[68986],294,34091365.160000004,2774.0,1
"Neffs National Bank, THE",[61152],350,11753504.9,1333.0,1
"Northumberland National Bank, THE",[61177],187,8778850.3,1233.0,1
"Pataskala Banking Company, THE",[58029],37,1012298.03,194.0,1
"Pauls Valley National Bank, THE",[59208],600,16882540.53,2160.0,1
"Payne County Bank, THE",[59216],269,6619585.1,860.0,1
"Peoples Community Bank, THE",[76291],435,25910013.979999997,2863.0,1
"Peoples National Bank of Checotah, THE",[58829],451,5303361.0,976.0,1
"Peoples Savings Bank, THE",[85157],38,1177850.8,192.0,1
"Perryton National Bank, THE",[71591],202,10125317.379999999,971.0,1
"Peshtigo National Bank, THE",[76660],760,24073055.2,3258.0,1
"Pineries Bank, THE",[76281],153,8613376.940000001,1422.0,1
"Pleasants County Bank, THE",[75399],38,3502784.0,351.0,1
"Poca Valley Bank, Inc., THE",[75424],268,33804567.0,2995.0,1
"Portage County Bank, THE",[75545],225,11432072.99,1752.0,1
"Progress Fund, THE",[438049],54,3775475.37,767.0,0
"Putnam County National Bank of Carmel, THE",[47104],110,3522774.0,509.0,1
"Roscoe State Bank, THE",[71685],234,8168773.210000001,938.0,0
"Security National Bank of Enid, THE",[58938],462,22368836.53,3115.0,1
"Seiling State Bank, THE",[59292],303,6345079.59,2119.0,1
"Sherwood State Bank, THE",[58332],144,3264268.65,425.0,1
"State Bank of Wynnewood, THE",[59526],206,3370078.77,351.0,1
"State National Bank of Big Spring, THE",[69050],232,13817325.0,1641.0,1
"State National Bank of Groom, THE",[70080],42,1986817.58,216.0,1
"Turbotville National Bank, THE",[65407],150,4380957.140000001,654.0,1
"Twin Valley Bank, THE",[58584],329,9638046.58,1198.0,1
"Waggoner National Bank of Vernon, THE",[72062],526,14913287.75,1742.0,1
"Yoakum National Bank, THE",[72202],90,5861481.94,1290.0,1
Toledo Urban FCU,[120898],27,1100480.03,112.0,0
Traditions First Bank,[203926],151,6230291.92,826.0,1
TrailNorth FCU,[101953],58,1770558.7999999998,295.0,0
TriStar Bank,[124355],343,32706288.45,3285.0,1
"Triad Bank, National Association",[59443],164,20132758.09,2119.0,1
"Trinity Bank, National Association",[323316],412,76813016.25,6825.0,1
Trona Valley Community FCU,[108540],92,1919614.0,329.0,0
TruMark Financial CU,[103966],264,8050001.0,1268.0,0
True Sky FCU,[103492],409,5073711.82,722.0,0
Trust FCU,[105456],104,4329960.0,353.0,0
Twin City Bank,[124393],199,21832492.39,2382.0,1
TwinStar Credit Union,[107757],704,32320324.269999996,4209.0,1
U T FCU,[105507],58,1861387.0,286.0,0
URW Community FCU,[107405],27,1126453.4700000002,145.0,0
Ukrainian Selfreliance FCU,[104637],28,613644.0,101.0,0
"Union Bank, Inc.",[75203],79,5668597.0,635.0,1
United Savings Bank,[80228],212,19498604.740000002,2201.0,1
United Texas Bank,[110471],55,7031964.32,643.0,1
United Texas CU,[106670],37,1747847.5,316.0,0
UnitedOne CU,[107961],118,2901703.64,600.0,0
University FCU,[106661],1950,53506850.91,6325.0,0
University First FCU,[106961],757,32037123.78,4259.0,0
"University of Virginia Community CU, Inc.",[107400],376,13900067.41,1821.0,0
Upstate FCU,[104949],32,1049533.0,164.0,0
Utah Community FCU,[106736],161,4311673.26,700.0,0
Vacationland FCU,[103406],204,11110825.569999998,1788.0,0
Valor Bank,[58966],144,10523336.360000001,1472.0,1
ValueBank Texas,[69233],154,8289795.33,1458.0,1
Velocity CU,[105587],109,7272790.6899999995,1034.0,0
Verity CU,[107621],1060,28523259.08,2956.0,0
Volunteer Federal Savings Bank,[89650],55,1056504.8900000001,144.0,1
WCLA CU,[111008],125,21443222.16,1511.0,0
WESTconsin CU,[108236],1156,26266590.0,3650.0,0
Waldo State Bank,[76861],121,4300419.5,601.0,1
Walters Bank and Trust Company,[59495],77,1592829.77,169.0,1
Wasatch Peaks FCU,[106882],551,35146574.12,4315.0,0
Washington Business Bank,[256496],180,21177229.82,2170.0,1
Washington Financial Bank,[81974],221,39843209.07,4154.0,1
Washington State Employees Credit Union,[107793],512,13480156.83,1722.0,1
Washita State Bank,[58956],67,1444507.0,160.0,1
Washita Valley Bank,[58948],209,2983833.47,410.0,1
"WaterStone Bank, SSB",[79567],432,44320993.9,6506.0,0
Wauna FCU,[103665],130,3882094.1799999997,629.0,0
Wayne Savings Community Bank,[84367],648,44838960.0,5583.0,1
WeStreet FCU,[103594],368,9554753.62,1816.0,0
"Welch State Bank of Welch, Okla.",[59505],592,10385011.969999999,1300.0,1
Wellington State Bank,[72136],183,7844481.0,1532.0,1
West Central Development Corporation,[506186],75,1881500.0,352.0,0
West Texas State Bank,[71906],123,8337220.38,718.0,1
West Virginia Central FCU,[107944],60,3260675.9,590.0,0
West Virginia FCU,[107924],15,532986.13,133.0,0
West-Aircomm FCU,[104701],175,8769167.16,1188.0,0
Westbury Bank,[79270],977,97147022.42999999,9706.0,1
Westby Co-op CU,[108493],923,27894375.1,4406.0,0
Westerly Community CU,[104829],236,8553137.51,1359.0,0
Western Dakota Bank,[66687],281,4976075.76,541.0,1
Western Vista FCU,[108570],65,3004500.0,298.0,0
Whatcom Educational CU,[107441],1407,55575805.0,7632.0,0
White River CU,[107812],34,1488419.0,156.0,0
Whitesville State Bank,[75534],58,3209665.15,385.0,1
Willamette Valley Bank,[203330],349,36307600.0,3957.0,1
Wisconsin River Bank,[118872],281,12537915.21,1659.0,1
Woodford State Bank,[77099],683,20479124.46,2399.0,1
Woodlands Bank,[113163],620,44608460.34,5999.0,1
Worthington Bank,[292445],470,54497250.0,5879.0,1
Wyoming Bank & Trust,[77113],167,9855837.219999999,1113.0,1
Wyoming Capital Access,[188132],63,1499501.74,202.0,0
YNB,[59531],246,10678339.41,1500.0,1
"	Farm Credit Services of Western Arkansas, ACA",[529027.0],580,8698729.39,714.0,0
A O D FCU,[90812.0],70,1057112.72,201.0,0
"AgHeritage Farm Credit Services, ACA",[529026.0],215,5078213.17,640.0,1
Air Academy FCU,[93202.0],143,3084407.19,343.0,0
Alabama One CU,[91115.0],57,890823.48,162.0,0
Alamerica Bank,[124343.0],6,211695.0,42.0,1
America's First FCU,[90961.0],358,5059567.34,770.0,0
American First CU,[91472.0],31,475318.69000000006,52.0,0
Arkansas FCU,[91195.0],215,3899493.0,681.0,0
Aspen Federal Credit Union,[105032.0],131,2493395.0,427.0,1
Auburn University CU,[90839.0],20,499399.0,76.0,0
Azalea City CU,[90844.0],12,166595.4,198.0,0
Bank of Locust Grove,[59041.0],23,570407.02,76.0,1
Beehive FCU,[96265.0],178,2136921.75,434.0,0
Business Development Finance Corporation,[188273.0],272,7330275.89,1318.0,0
Commonwealth National Bank,[2096.0],12,413838.47,102.0,1
Community National Bank in Monmouth,[22073.0],89,1419242.05,184.0,1
Coosa Pines FCU,[90891.0],29,547732.0,59.0,0
Dakota Plains FCU,[105065.0],190,2473999.29,258.0,0
Dow Great Western CU,[91857.0],5,156103.1,24.0,0
"Farm Credit Midsouth, ACA",[529010.0],127,3010342.92,335.0,1
First Federal Savings & Loan Association of Pascagoula-Moss Point,[87961.0],31,348422.41,48.0,1
Guardian CU,[90837.0],96,1472181.79,283.0,0
Headwaters State Bank,[76080.0],76,1730925.26,421.0,1
Heritage South CU,[90842.0],28,875224.25,135.0,0
Home Bank of Arkansas,[4712.0],120,1587902.79,222.0,0
HomePride Bank,[41096.0],125,952656.65,156.0,1
IAA CU,[95723.0],30,377765.58,68.0,0
Kennett Trust Bank,[41003.0],55,1526465.91,220.0,1
Kinetic FCU d/b/a Kinetic CU,[95135.0],47,1450643.17,243.0,0
Listerhill CU,[90986.0],136,1613523.0,285.0,0
Madison County Bank,[89111.0],718,11218173.78,1197.0,1
McKesson and Healthcare Providers Federal Credit Union,[92488.0],7,204401.16999999998,30.0,0
Meridian Trust FCU,[108567.0],37,745252.0,102.0,0
Mutual Savings CU,[91029.0],18,708868.76,126.0,0
NCMIC Finance Corporation,[529711.0],698,10923971.0,1057.0,0
NRS Community Development FCU,[121336.0],3,62742.5,6.0,0
NextMark FCU,[107119.0],55,882059.6200000001,122.0,0
Ouachita Valley FCU,[97767.0],212,3272292.33,601.0,0
Phenix-Girard Bank,[3186.0],102,2507167.83,502.0,1
Pima FCU,[91400.0],76,1326493.3,202.0,0
Priority Bank,[117736.0],31,666323.87,93.0,1
Raritan State Bank,[22404.0],361,5508660.960000001,498.0,1
Sacramento CU,[92632.0],67,1466183.5,280.0,0
Southern Teachers & Parents FCU,[97816.0],130,2488423.14,284.0,0
Southland Credit Union,[92234.0],62,1020405.8300000001,131.0,1
Spirit of Alaska FCU,[90771.0],130,2551928.21,266.0,0
SunWest FCU,[91391.0],119,2528342.0,333.0,0
"Bridgeway FCU, THE",[91049.0],4,68865.0,11.0,0
Timberline FCU,[91169.0],6,39816.0,13.0,0
Tulare County FCU,[93067.0],6,259710.59999999998,35.0,0
Valley Oak CU,[93104.0],12,217126.0,28.0,0
Vocality Community CU,[109673.0],4,147333.0,35.0,0
Warren Bank and Trust Company,[4841.0],59,1217655.86,197.0,1
West Plains Bank,[42025.0],208,4189615.6,502.0,1
Antioch Community FCU,[91873],2,74918.45,2.0,0
Aspire Community FCU,[102524],53,899080.79,127.0,0
Dysart State Bank,[24942],112,1549783.6500000004,136.0,1
Fox FCU,[93070],5,77620.19,5.0,0
Defiance State Bank,[24834],75,1368878.64,134.0,1
Department of Commerce Federal Credit Union,[93884],8,129599.98000000001,17.0,1
"Lyndon State Bank, THE",[26138],55,1197177.27,153.0,1
BANKWEST of Kansas,[25924],157,2612825.9800000004,239.0,1
Capitol CU,[105665],36,993808.0,138.0,0
Cedar Rapids State Bank,[42110],144,2590154.86,303.0,1
Community Capital Resources,[445275],71,1588521.24,229.0,0
Countryside Bank,[42096],164,2369256.0,332.0,1
Denver Fire Department FCU,[93271],16,226022.49,36.0,0
Desert Rivers FCU,[106833],10,323229.5,32.0,0
"Farm Credit of Southern Colorado, ACA",[529009],49,1029354.0,134.0,1
Farmers State Bank of Underwood,[38959],138,4226863.0,657.0,1
Foothills CU,[93471],17,246112.92,41.0,0
Maxwell State Bank,[25253],61,1547000.02,139.0,1
Mountain River CU,[93430],11,184646.65,30.0,0
Nuvista FCU,[93364],2,44300.0,4.0,0
Peoples Bank of Deer Lodge,[41905],131,2236991.21,328.0,1
Riverbank Federal Credit Union,[93705],13,205563.48,23.0,1
Seasons FCU,[93642],26,661216.06,116.0,0
StagePoint FCU,[108547],12,209626.02000000002,23.0,0
State Bank of Fairmont,[38050],222,4378733.91,565.0,1
Strasburg State Bank,[52952],166,2895693.6800000006,225.0,1
"First National Bank of Fleming, THE",[15424],85,1319425.39,150.0,1
"First National Bank of Scott City, THE",[26427],238,4267005.19,706.0,1
"Marion National Bank, THE",[26154],71,998173.14,151.0,1
Torrington Municipal and Teachers FCU,[93738],20,213375.36,36.0,0
United Poles FCU,[101076],82,1375958.92,128.0,0
AdventHealth CU,[94289],33,1813363.05,197.0,0
Bank of Clarks,[42119],163,2663886.31,184.0,1
Bank of Mead,[42347],77,1240284.0,150.0,1
City-County Empl CU,[94172],11,295914.0,45.0,0
Concorde Bank,[36663],134,2695837.01,502.0,1
Dade County FCU,[94180],66,1408946.3399999999,179.0,0
DeWitt Savings Bank,[82009],62,963347.2899999999,153.0,1
Eagle One FCU,[104467],21,715569.52,198.0,0
Elk State Bank,[25765],149,2477882.7600000002,360.0,1
Emerald Coast FCU,[94674],11,133646.09,21.0,0
Enterprise Development Group,[188374],107,1230046.51,147.0,0
Greater Metro FCU,[108606],11,164785.44,18.0,0
Lake City Federal Bank,[81265],141,1817946.0,251.0,1
Miami Firefighters FCU,[94503],9,186400.0,26.0,0
Orlando CU,[94561],48,1567020.33,391.0,0
"Peoples Bank of Wyaconda, Missouri",[41770],222,3630021.57,374.0,0
RadiFi Federal Credit Union,[94414],82,1774617.0,264.0,1
Systematic Savings Bank,[81393],25,739824.21,89.0,1
TRU¿FI CU,[94119],11,265044.37,36.0,0
"Bath State Bank, THE",[22928],519,8476801.04,835.0,1
"National Bank of Adams County of West Union, THE",[58615],68,1648974.0,323.0,1
Trax FCU,[94743],33,712400.0,121.0,0
United States Senate FCU,[94059],85,1804379.0700000003,156.0,0
University of Michigan CU,[99516],209,3555841.81,563.0,0
Community Point Bank,[41270],329,3654069.41,501.0,1
Fortera FCU,[110676],141,2349000.07,328.0,0
"AgGeorgia Farm Credit, ACA",[477845],42,882578.6900000001,196.0,1
Bank of Dawson,[19377],161,2805865.44,401.0,1
Bank of Hancock County,[19688],6,84940.24,15.0,1
Bank of New Madrid,[41175],119,2788697.8899999997,360.0,1
Bluevine Capital Inc.,[529110],2,7165.0,2.0,0
Century First FCU,[100057],21,234955.02000000002,68.0,0
Georgia First Bank,[19687],4,93863.3,24.0,1
Georgia Power Valdosta FCU,[94999],12,169426.38,51.0,0
Interstate Unlimited CU,[110733],30,451700.0,115.0,0
Jackson Purchase Agriculture,[188524],232,4146904.58,392.0,0
MinnCo CU,[99602],110,2070740.25,383.0,0
Pinnacle Credit Union,[94814],3,43006.72,8.0,1
Rabun County Bank,[19234],56,1154173.92,163.0,1
Scenic Community CU,[105156],28,582066.83,58.0,0
Small Business Assistance Corporation,[188187],501,7328253.11,1324.0,0
St. Clair State Bank Incorporated,[38820],246,4196706.0,366.0,0
Stanton State Bank,[42657],167,2808026.5700000003,379.0,1
"Citizens-Farmers Bank of Cole Camp, THE",[40282],422,5418048.24,791.0,1
"Wright CU, THE",[95170],6,161506.04,21.0,0
American Trust & Savings Bank,[25204],19,315934.77,46.0,1
Bank of Ontario,[76636],102,1543209.38,194.0,1
Benton County State Bank,[24605],92,1882927.73,170.0,1
Capra Bank,[25272],61,1323589.94,191.0,1
Citizens State Bank and Trust Company,[25958],97,1679217.87,223.0,1
Community Bank of Memphis,[124121],55,1053179.25,233.0,1
Council for Native Hawaiian Advancement,[531849],42,446793.2,59.0,0
Farmers State Bank of Canton,[66481],168,2329295.5700000003,321.0,1
Farmers and Merchants State Bank of Alpha,[36599],66,1344991.0,190.0,1
Fergus FCU,[100385],75,835952.0,142.0,0
First Bank of Bancroft,[42058],47,794115.0,84.0,1
Frost State Bank,[38098],160,4130006.66,499.0,1
Granco FCU,[107542],36,527112.9,96.0,0
Horizon CU,[107571],136,2107012.78,277.0,0
Leading Edge Credit Union,[111205],143,2286821.0,298.0,1
Midland CU,[97092],1,40000.0,1.0,0
North Iowa Community CU,[97098],64,602637.0,90.0,0
O Bee CU,[107622],53,1611540.0,175.0,0
Pioneer FCU,[96237],25,336523.21,69.0,0
"Hershey State Bank, THE",[42245],215,4186746.3000000003,514.0,1
"Watkins Savings Bank, THE",[25553],106,1784046.0,131.0,1
Twin Cedars Bank,[24643],60,828680.22,108.0,1
Valley Exchange Bank,[66543],66,1199649.48,170.0,0
Valley Isle Community FCU,[95217],8,104588.06999999999,17.0,0
WCF Financial Bank,[81107],90,1495116.14,137.0,1
Worthington Federal Savings Bank F.S.B.,[81861],47,526908.0,61.0,0
Archer Heights CU,[95355],31,649560.19,94.0,0
Bank of Calhoun County,[21483],6,227343.0,54.0,1
Bank of Gibson City,[21437],142,3121979.64,403.0,1
Bank of Stronghurst,[22683],57,1085284.26,134.0,1
Bank of Wolcott,[24524],271,5336579.98,692.0,1
Bedford Loan & Deposit Bank,[26805],328,2772964.38,424.0,1
Central Federal Savings & Loan Association,[79315],23,254596.75,40.0,0
Chester National Bank,[121201],19,205597.38,27.0,1
Chesterfield State Bank,[20481],84,1230053.71,99.0,1
Citizens State Bank of Milford,[21978],67,1365823.0,200.0,1
Clay County State Bank,[21838],118,2167585.99,288.0,1
Cornerstone CU,[95821],26,515531.5,68.0,0
Electro Savings CU,[100145],51,1063219.6,139.0,0
Encurage Financial Network,[96063],32,333563.0,41.0,1
Farmers & Merchants Bank of Hutsonville,[21553],18,678009.56,140.0,1
Farmers-Merchants Bank of Illinois,[21596],62,772588.86,78.0,1
"First Community Bank, Xenia-Flora",[22889],32,434648.93,49.0,0
"First Federal Savings Bank of Mascoutah, Illinois",[88335],104,2479466.6900000004,370.0,1
First State Bank of Beecher City,[20325],96,1539342.0,272.0,1
First State Bank of Olmsted,[22214],63,1342023.16,241.0,1
First State Bank of St. Peter,[22540],72,1339924.25,162.0,1
GCS CU,[95682],6,77376.38,9.0,0
Iroquois Farmers State Bank,[21558],197,3202454.5,242.0,1
